,artist,type,country,id,followers,imgUrl,genres,popularity
0,Drake,person,CA,3TVXtAsR1Inumwj472S9r4,73278159,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop,canadian pop,hip hop,rap,toronto rap,",98
1,Post Malone,person,US,246dkjvS1zLTtiykXe5h60,40055478,https://i.scdn.co/image/ab6761610000e5ebb894ef9fa437b0389c5567cc,"dfw rap,melodic rap,rap,",90
2,Ed Sheeran,person,GB,6eUKZXaKkcviH0Ku9w2n3V,110587995,https://i.scdn.co/image/ab6761610000e5eb9e690225ad4445530612ccc9,"pop,uk pop,",92
3,J Balvin,person,CO,1vyhD5VmyZ7KMfW5gqLgo5,36859766,https://i.scdn.co/image/ab6761610000e5eb5d0fc400392250a750a9403e,"reggaeton,reggaeton colombiano,urbano latino,",89
4,Bad Bunny,person,PR,4q3ewBCX7sLwd24euuV69X,66415202,https://i.scdn.co/image/ab6761610000e5eb8ee9a6f54dcbd4bc95126b14,"reggaeton,trap latino,urbano latino,",99
5,Justin Bieber,person,CA,1uNFoZAHBGtllmzznpCI3s,70723587,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,"canadian pop,pop,",92
6,Ozuna,person,PR,1i8SpTcr7yvPOmcqrbnVXY,36042223,https://i.scdn.co/image/ab6761610000e5eb39ce949d62ff47fc1de1a2d9,"puerto rican pop,reggaeton,trap latino,urbano latino,",90
7,Ariana Grande,person,US,66CXWjxzNUsdJxJ2JdwvnR,88834085,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,"dance pop,pop,",92
8,Khalid,person,US,6LuN9FCkKOj5PcnpouEgny,15862406,https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf,"pop,pop r&b,",87
9,Daddy Yankee,person,PR,4VMYDCV2IEDYJArk749S6m,31966046,https://i.scdn.co/image/ab6761610000e5ebb00a14e06b6bce10b078d754,"latin hip hop,reggaeton,urbano latino,",89
10,Travis Scott,person,US,0Y5tJX1MQlPlqiwlOH1tJY,22061482,https://i.scdn.co/image/ab6761610000e5ebe707b87e3f65997f6c09bfff,"rap,slap house,",91
11,The Weeknd,person,CA,1Xyo4u8uXC1ZmMpatF05PJ,61191931,https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379,"canadian contemporary r&b,canadian pop,pop,",99
12,XXXTENTACION,person,US,15UsOTVnJzReFVN1VCnxy4,40878021,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,"emo rap,miami hip hop,",89
13,Billie Eilish,person,US,6qqNVTkY8uBg9cP3Jd7DAH,78010322,https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf,"art pop,electropop,pop,",90
14,The Chainsmokers,group,US,69GGBxA162lTqCwzJG5jLp,20001198,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,"dance pop,edm,electropop,pop,pop dance,tropical house,",82
15,Anuel Aa,person,PR,2R21vXR83lH98kGeO99Y66,27673497,https://i.scdn.co/image/ab6761610000e5ebfea27ddf11b9df5322a13c84,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino,",90
16,Nicky Jam,person,PR,1SupJlEpv7RS2tPNRaHViT,18648115,https://i.scdn.co/image/ab6761610000e5ebaa24479bca492755f52fc285,"latin hip hop,reggaeton,urbano latino,",83
17,Maluma,person,CO,1r4hJ1h58CWwUQe3MxPuau,33451835,https://i.scdn.co/image/ab6761610000e5eb97f34ae2feea70209fa385c4,"reggaeton,reggaeton colombiano,urbano latino,",86
18,Camila Cabello,person,US,4nDoRrQiYLoBzwC5BhVJzF,29723537,https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13,"dance pop,pop,post-teen pop,",83
19,Dua Lipa,person,GB,6M2wZ9GZgrQXHCFfjv46we,39097037,https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858,"dance pop,pop,uk pop,",89
20,Juice WRLD,person,US,4MCBfE4596Uoi2O4DtmEMz,28295020,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,"chicago rap,melodic rap,",91
21,Selena Gomez,person,US,0C8ZW7ezQVs4URX5aX7Kqx,40985044,https://i.scdn.co/image/ab6761610000e5eba5205abffd84341e5bace828,"dance pop,pop,post-teen pop,",88
22,Halsey,person,US,26VFTg2z8YR0cCuwLzESi2,19735801,https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c,"dance pop,electropop,etherpop,indie poptimism,pop,",85
23,Cardi B,person,US,4kYSro6naA4h99UJvo89HB,21267769,https://i.scdn.co/image/ab6761610000e5eb8c2332e6c0ed96d144a91b3f,"dance pop,pop,rap,viral rap,",82
24,Calvin Harris,person,GB,7CajNmpbOovFoOoasH2HaY,23262980,https://i.scdn.co/image/ab6761610000e5eb37bff6aa1d42bede9048750f,"dance pop,edm,electro house,house,pop,progressive house,uk dance,",88
25,Nicki Minaj,person,,0hCNtLu0JehylgoiP8L4Gh,27690205,https://i.scdn.co/image/ab6761610000e5eb6a8e5e8752d1dc2dafa63f20,"dance pop,hip pop,pop,queens hip hop,rap,",88
26,Shawn Mendes,person,CA,7n2wHs1TKAczGzO7Dd2rGr,41123452,https://i.scdn.co/image/ab6761610000e5eb46e7a06fa6dfefaed6a3f0db,"canadian pop,dance pop,pop,viral pop,",86
27,Imagine Dragons,group,US,53XhwfbYqKCa1cC15pYq2q,46480616,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,"modern rock,rock,",90
28,Kendrick Lamar,person,US,2YZyLoL8N0Wb9xBt1NhZWg,23307173,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop,hip hop,rap,west coast rap,",91
29,Sam Smith,person,GB,2wY79sveU1sp5g7SokKOiI,22116757,https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75,"pop,uk pop,",89
30,Future,person,,1RyvyyTE3xzB2ZywiAwp0i,13385212,https://i.scdn.co/image/ab6761610000e5eb24e41f491b129093a6fee383,"atl hip hop,rap,southern hip hop,trap,",92
31,Farruko,person,PR,329e4yvIujISKGKz1BZZbO,14868028,https://i.scdn.co/image/ab6761610000e5ebd086033e9cb8291e7be185df,"latin hip hop,reggaeton,trap latino,urbano latino,",85
32,Maroon 5,group,US,04gDigrS5kc9YWfZHwBETP,39974109,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,"pop,",87
33,Rihanna,person,,5pKCCKE2ajJHZ9KAiaK11H,53855985,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,"barbadian pop,pop,urban contemporary,",94
34,Lil Uzi Vert,person,US,4O15NlyKLIASxsJ0PrXPfz,14775094,https://i.scdn.co/image/ab6761610000e5eb30122c0d3ead72f96bb5ee93,"melodic rap,philly rap,rap,trap,",89
35,Kygo,person,NO,23fqKkggKUBHNkbKtXEls4,8309448,https://i.scdn.co/image/ab6761610000e5eb85eca1ac80d81edbec725938,"edm,pop,pop dance,tropical house,",81
36,Marshmello,person,US,64KEffDW9EtZ1y2vBYgq8T,34950277,https://i.scdn.co/image/ab6761610000e5eb41e4a3b8c1d45a9e49b6de21,"brostep,dance pop,edm,pop,pop dance,progressive electro house,",85
37,Quavo,person,US,0VRj0yCOv2FXJNP47XQnx5,6433361,https://i.scdn.co/image/ab6761610000e5eb1454debf3d21173c9051342b,"atl hip hop,melodic rap,rap,trap,",82
38,21 Savage,person,US,1URnnhqYAYcrqrcwql10ft,13123521,https://i.scdn.co/image/ab6761610000e5eb35ca7d2181258b51c0f2cf9e,"atl hip hop,rap,",93
39,DJ Snake,person,FR,540vIaP2JwjQb9dm3aArA4,8420519,https://i.scdn.co/image/ab6761610000e5ebf2855e25f1d9c8a20bcc85ae,"dance pop,edm,electronic trap,pop,pop dance,pop rap,",79
40,Young Thug,person,US,50co4Is1HCEo8bhOyUWKpn,8084460,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,",86
41,Sia,person,AU,5WUlDfRSoLAfcVSX1WnrxN,25877121,https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f,"australian dance,australian pop,dance pop,pop,",86
42,Sech,person,PA,77ziqFxp5gaInVrF2lj4ht,11565753,https://i.scdn.co/image/ab6761610000e5eb2f364933daca7516c6193ffe,"panamanian pop,reggaeton,urbano latino,",84
43,David Guetta,person,FR,1Cs0zKBU1kc0i8ypK3B9ai,25710519,https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829,"big room,dance pop,edm,pop,pop dance,",90
44,Bebe Rexha,person,US,64M6ah0SkkRsnPGtGiRAbb,8062801,https://i.scdn.co/image/ab6761610000e5ebc692afc666512dc946a7358f,"dance pop,edm,pop,post-teen pop,",85
45,Swae Lee,person,US,1zNqQNIdeOUZHb8zbZRFMX,1635863,https://i.scdn.co/image/ab6761610000e5ebd15f6c486f0e9cb3860a5f0b,"melodic rap,trap,",79
46,Ty Dolla $ign,person,US,7c0XG5cIJTrrAgEC3ULPiq,4551026,https://i.scdn.co/image/ab6761610000e5ebd9dde4a54073dbd58fb91c7d,"dance pop,hip hop,pop,pop rap,r&b,southern hip hop,trap,trap soul,urban contemporary,",83
47,Eminem,person,,7dGJo4pcD2V6oG8kP0tJRR,67766533,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,"detroit hip hop,hip hop,rap,",93
48,Major Lazer,group,,738wLrAtLtCtFOLvQBXOXp,6341302,https://i.scdn.co/image/ab6761610000e5eb133f44ab343b35c715a4ac97,"dance pop,edm,electro house,moombahton,pop,pop dance,pop rap,tropical house,",76
49,Coldplay,group,GB,4gzpq5DPGxSnKTe4SA8HAU,42720105,https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3,"permanent wave,pop,",90
50,Bruno Mars,person,US,0du5cEVh5yTK9QJze8zA0C,47070584,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,"dance pop,pop,",90
51,Migos,group,,6oMuImdp5ZcFhWP0ESe6mG,13037039,https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34,"atl hip hop,hip hop,pop rap,rap,trap,",79
52,Avicii,person,SE,1vCWHaC5f2uS3yhpwWbIA6,22677178,https://i.scdn.co/image/ab6761610000e5eb09bf4814c6585e1f69dfeef7,"dance pop,edm,pop,pop dance,pop rap,",83
53,Sebastian Yatra,person,CO,07YUOmWljBTXwIseAUd9TW,21187605,https://i.scdn.co/image/ab6761610000e5ebf316bf60f021402dcdb9f0b9,"colombian pop,latin pop,reggaeton colombiano,",83
54,Manuel Turizo,person,CO,0tmwSHipWxN12fsoLcFU3B,11751280,https://i.scdn.co/image/ab6761610000e5eba178aa24ac5e4fe87cb7e319,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino,",86
55,Taylor Swift,person,US,06HL4z0CvFAxyc27GXpf02,70230327,https://i.scdn.co/image/ab6761610000e5eb5a00969a4698c3132a15fbb0,"pop,",100
56,Karol G,person,CO,790FomKkXshlbRYZFtlgla,33420233,https://i.scdn.co/image/ab6761610000e5eb6a0594d5bff11a7e0c7ceb1a,"reggaeton,reggaeton colombiano,urbano latino,",94
57,Wisin,person,PR,1wZtkThiXbVNtj6hee6dz9,6164473,https://i.scdn.co/image/ab6761610000e5ebb5496c4b788e181679069ee8,"electro latino,latin hip hop,reggaeton,urbano latino,",82
58,Anne-Marie,,,1zNqDE7qDGCsyzJwohVaoX,10682914,https://i.scdn.co/image/ab6761610000e5eb67fb419eefffd6cfd5e3a26e,"dance pop,pop,pop dance,post-teen pop,tropical house,uk pop,",79
59,Luis Fonsi,person,PR,4V8Sr092TqfHkfAA5fXXqG,10942903,https://i.scdn.co/image/ab6761610000e5ebec1cd67f4c17468f335206eb,"latin pop,puerto rican pop,",77
60,DaBaby,person,US,4r63FhuTkUYltbVAg5TQnk,10639044,https://i.scdn.co/image/ab6761610000e5eb5ace68c56849548db7f102be,"north carolina hip hop,rap,trap,",83
61,Kanye West,person,,5K4W6rqBFWDnAN6FQUkS6x,19586015,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,"chicago rap,rap,",92
62,Lil Baby,person,,5f7VJjfbwm532GiveGC0ZK,13440146,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c,"atl hip hop,atl trap,rap,trap,",90
63,Zara Larsson,person,SE,1Xylc3o4UrD53lo9CvFvVg,10378681,https://i.scdn.co/image/ab6761610000e5eb0f623ae3b66b6a1277c235ae,"dance pop,edm,electropop,pop,pop dance,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house,",78
64,Charlie Puth,person,US,6VuMaDnrHyPL1p4EHjYLi7,19745564,https://i.scdn.co/image/ab6761610000e5eb4e2e2c78de847c4d9b12d32f,"dance pop,pop,viral pop,",84
65,J. Cole,person,US,6l3HvQ5sa6mXTsMTB19rO5,19565738,https://i.scdn.co/image/ab6761610000e5ebadd503b411a712e277895c8a,"conscious hip hop,hip hop,north carolina hip hop,rap,",89
66,Zedd,person,DE,2qxJFvFYMEDqd7ui6kSAcq,5907719,https://i.scdn.co/image/ab6761610000e5eb7bb5ab9683125fc416c9dbfb,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,pop rap,post-teen pop,tropical house,",77
67,Jason Derulo,person,US,07YZf4WDAMNwqr4jfgOZ8y,11766673,https://i.scdn.co/image/ab6761610000e5eb654972693e0efed3f3f4d090,"dance pop,edm,pop,pop rap,post-teen pop,",81
68,Clean Bandit,group,GB,6MDME20pz9RveH9rEXvrOM,5116361,https://i.scdn.co/image/ab6761610000e5eb7a487027eb0c10af725d5410,"dance pop,edm,pop,pop dance,pop rap,post-teen pop,tropical house,uk dance,uk funky,",76
69,Lenny Tavárez,person,PR,1pQWsZQehhS4wavwh7Fnxd,2124623,https://i.scdn.co/image/ab6761610000e5eb3da6d515e399ae789ef563f3,"reggaeton,reggaeton flow,trap argentino,trap latino,urbano latino,",80
70,Martin Garrix,person,NL,60d24wfXkVzDSfLS6hyCjZ,15755748,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,"dance pop,dutch edm,edm,electro house,pop,pop dance,progressive house,tropical house,",79
71,Zion & Lennox,group,PR,21451j1KhjAiaYKflxBjr1,7156893,https://i.scdn.co/image/ab6761610000e5ebfb2d852daf5a1b4619a20403,"latin hip hop,reggaeton,urbano latino,",80
72,Demi Lovato,person,US,6S2OmqARrzebs0tKUEyXyp,24499765,https://i.scdn.co/image/ab6761610000e5eb6659b1cb61936bd7bcb229a2,"dance pop,pop,post-teen pop,",81
73,Offset,person,,4DdkRBBYG6Yk9Ka8tdJ9BW,2680846,https://i.scdn.co/image/ab6761610000e5ebcb4be1652aaf558da2984098,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,viral rap,",80
74,Anitta,person,BR,7FNnA9vBm6EKceENgCGRMb,12736010,https://i.scdn.co/image/ab6761610000e5eb2f989e8722c701ba88ec5318,"funk pop,funk rj,pagode baiano,pop nacional,",81
75,Lady Gaga,person,US,1HY2Jd0NmPuamShAr6KMms,25659733,https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf,"art pop,dance pop,pop,",88
76,ZAYN,person,GB,5ZsFI1h6hIdQRw2ti0hz81,22038364,https://i.scdn.co/image/ab6761610000e5eb9fbf7133dfc04d4cd44ccd36,"dance pop,pop,post-teen pop,uk pop,",78
77,Roddy Ricch,person,US,757aE44tKEUQEqRuT6GnEB,9096492,https://i.scdn.co/image/ab6761610000e5eb9c30c6b69a55d48decd71600,"melodic rap,rap,trap,",81
78,Lil Wayne,person,,55Aa2cqylxrFIXC767Z865,13286913,https://i.scdn.co/image/ab6761610000e5ebc63aded6f4bf4d06d1377106,"hip hop,new orleans rap,pop rap,rap,trap,",88
79,Darell,person,PR,1TtXnWcUs0FCkaZDPGYHdf,3530946,https://i.scdn.co/image/ab6761610000e5ebfaed57bc76125b8b49a1f8bc,"latin hip hop,reggaeton,reggaeton flow,trap latino,urbano latino,",77
80,Marília Mendonça,person,BR,1yR65psqiazQpeM79CcGh8,29638907,https://i.scdn.co/image/ab6761610000e5eb18bf270d286c175b5a248534,"arrocha,sertanejo,",85
81,Lauv,person,US,5JZ7CnR6gTvEMKX4g70Amv,5639115,https://i.scdn.co/image/ab6761610000e5eb5af53f295e6c42529fbd0873,"dance pop,electropop,pop,",79
82,Jonas Blue,person,GB,1HBjj22wzbscIZ9sEb5dyf,3754913,https://i.scdn.co/image/ab6761610000e5ebbc95115e9bcbbec624bbf0e2,"dance pop,edm,pop,pop dance,tropical house,uk dance,",77
83,Tyga,person,US,5LHRHt1k9lMyONurDHEdrp,6770309,https://i.scdn.co/image/ab6761610000e5ebf91c2e559a5a8233d3b35fb1,"dance pop,hip hop,pop rap,rap,southern hip hop,trap,",83
84,Ellie Goulding,person,,0X2BH1fck6amBIoJhDVmmJ,11759552,https://i.scdn.co/image/ab6761610000e5eb854b6139b96beb6dbc398e06,"dance pop,edm,electropop,indietronica,metropopolis,pop,uk pop,",82
85,Queen,group,GB,1dfeR4HaWDbWqFHLkxsg1d,45822494,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,"classic rock,glam rock,rock,",86
86,Lewis Capaldi,person,GB,4GNC7GD6oZMSxPGyXy4MNB,10691720,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28,"pop,uk pop,",83
87,Dalex,person,PR,0KPX4Ucy9dk82uj4GpKesn,4537063,https://i.scdn.co/image/ab6761610000e5eb569120e6d4ae62b2b334f3e6,"r&b en espanol,reggaeton,urbano latino,",79
88,MØ,person,DK,4oUHIQIBe0LHzYfvXNW4QM,5294836,https://i.scdn.co/image/ab6761610000e5eb0266f72f16d98a972ed1ee4d,"contemporary country,",94
89,Alessia Cara,person,CA,2wUjUUtkb5lvLKcGKsKqsR,11270005,https://i.scdn.co/image/ab6761610000e5ebe74b7398634a741f74858dc7,"canadian contemporary r&b,canadian pop,dance pop,electropop,pop,post-teen pop,",76
90,Twenty One Pilots,group,US,3YQKmKGau1PzlVlkL1iodx,23397369,https://i.scdn.co/image/ab6761610000e5eb196972172c37d934d9ca8093,"modern rock,rock,",82
91,Chris Brown,person,US,7bXgB6jMjp9ATFy66eO08Z,18909571,https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1,"dance pop,r&b,",90
92,Kodak Black,person,US,46SHBwWsqBkxI7EeeBEQG7,9101194,https://i.scdn.co/image/ab6761610000e5eb4bd22c1711d22aa647a61097,"florida drill,florida rap,hip hop,melodic rap,miami hip hop,rap,trap,trap latino,",83
93,6ix9ine,person,US,7gZfnEnfiaHzxARJ2LeXrf,6798008,https://i.scdn.co/image/ab6761610000e5eb0f9be189941db077530d5ae0,"emo rap,rap,trap,",74
94,Gucci Mane,person,,13y7CgLHjMVRMDqxdx0Xdo,4738135,https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,",79
95,Becky G,person,US,4obzFoKoKRHIphyHzJ35G3,13180196,https://i.scdn.co/image/ab6761610000e5eb7f97c0f27aa7ae7f8351e47a,"dance pop,latin pop,latin viral pop,pop,rap latina,reggaeton,",80
96,Alan Walker,person,NO,7vk5e3vY1uw9plTHJAMwjN,37341681,https://i.scdn.co/image/ab6761610000e5ebce202eea14763b8b7696936e,"electro house,",82
97,Natti Natasha,person,DO,1GDbiv3spRmZ1XdM1jQbT7,8908866,https://i.scdn.co/image/ab6761610000e5eb5f650498f63c645062812ad1,"latin hip hop,latin pop,rap latina,reggaeton,urbano latino,",76
98,Paulo Londra,person,AR,3vQ0GE3mI0dAaxIMYe5g7z,20939347,https://i.scdn.co/image/ab6761610000e5ebbdcfc4ed6729fd1e4b63bdba,"argentine hip hop,trap argentino,trap latino,urbano latino,",80
99,G-Eazy,person,US,02kJSzxNuaWGqwubyUba0Z,5146338,https://i.scdn.co/image/ab6761610000e5ebd9cfdc05548d1655bc265f85,"hip hop,indie pop rap,oakland hip hop,pop,pop rap,rap,",77
100,Katy Perry,person,US,6jJ0s89eD6GaHleKKya26X,25886792,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,"dance pop,pop,",86
101,Robin Schulz,person,DE,3t5xRXzsuZmMDkQzgOX35S,3043689,https://i.scdn.co/image/ab6761610000e5eb14b12da992e6b6f8cb1bdc6c,"dance pop,deep euro house,deep house,edm,electro house,german dance,pop,pop dance,pop rap,tropical house,",82
102,Lil Nas X,person,,7jVv8c5Fj3E9VhNjxT4snq,12344371,https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45,"lgbtq+ hip hop,pop,",82
103,Chance the Rapper,person,,1anyVhU62p31KFi8MEzkbf,5842653,https://i.scdn.co/image/ab6761610000e5eba6ab3c4df02cec59758ae3fa,"chicago rap,conscious hip hop,hip hop,pop rap,rap,",76
104,Capital Bra,person,DE,4WZGDpNwrC0vNQyl9QzF7d,4365869,https://i.scdn.co/image/ab6761610000e5eb4ec6cf795aeb46b3a4b6b295,"german hip hop,",72
105,Justin Quiles,person,PR,14zUHaJZo1mnYtn6IBRaRP,3914609,https://i.scdn.co/image/ab6761610000e5ebb92c1bc3efa35fdac01ff23d,"latin hip hop,reggaeton,trap latino,urbano latino,",82
106,Logic,person,US,4xRYI6VqpkE3UwrDrAZL8L,5872232,https://i.scdn.co/image/ab6761610000e5eb6581cd61841a546e8ba1dc1f,"conscious hip hop,dmv rap,hip hop,pop rap,rap,",80
107,Harry Styles,person,GB,6KImCVD70vtIoJWnq6nGn3,26658924,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,"pop,",91
108,Piso 21,group,CO,4bw2Am3p9ji3mYsXNXtQcd,8886077,https://i.scdn.co/image/ab6761610000e5eb759072ab7f6bc1728e88dce6,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino,",76
109,Tones and I,person,AU,2NjfBq1NflQcKSeiDooVjY,3000928,https://i.scdn.co/image/ab6761610000e5eb0234b1985eb1dde651962217,"australian pop,pop,",73
110,A Boogie Wit da Hoodie,person,US,31W5EY0aAly4Qieq6OFu6I,7228088,https://i.scdn.co/image/ab6761610000e5eb7f69a00b3dacd4d959859dce,"melodic rap,rap,",84
111,Diplo,person,,5fMUXHkw8R8eOP2RNVYEZX,2538202,https://i.scdn.co/image/ab6761610000e5ebdf01727aa674ddefa777797a,"edm,electro house,house,moombahton,pop,pop dance,tropical house,",80
112,James Arthur,person,GB,4IWBUUAFIplrNtaOHcJPRM,11361929,https://i.scdn.co/image/ab6761610000e5eb6867a4ce52401bd378bb5179,"pop,talent show,uk pop,",83
113,Rita Ora,person,GB,5CCwRZC6euC8Odo6y9X8jr,7998755,https://i.scdn.co/image/ab6761610000e5eb2de6fca112e548e60ed1b866,"dance pop,edm,electropop,pop,pop rap,post-teen pop,tropical house,uk pop,",75
114,Big Sean,person,,0c173mlxpT3dSFRgMO8XPh,10707999,https://i.scdn.co/image/ab6761610000e5eb89dccc0a0b3d818c8d5fb711,"dance pop,detroit hip hop,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,",79
115,DJ Khaled,person,US,0QHgL1lAIqAw0HtD7YldmP,9403986,https://i.scdn.co/image/ab6761610000e5eb33509c0d518064344545f35c,"hip hop,miami hip hop,pop rap,rap,southern hip hop,trap,",79
116,Fetty Wap,person,US,6PXS4YHDkKvl1wkIl4V8DL,4458232,https://i.scdn.co/image/ab6761610000e5eb8ffb1b02e4435c5176b28ed2,"dance pop,new jersey rap,pop,pop rap,rap,southern hip hop,trap,",72
117,Daft Punk,group,FR,4tZwfgrHOc3mvqYlEYSvVi,9272656,https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e,"electro,filter house,",84
118,Gunna,person,US,2hlmm7s2ICUX0LVIhVFlZQ,5075693,https://i.scdn.co/image/ab6761610000e5eb803f228472451496cb2f5b88,"atl hip hop,hip hop,melodic rap,rap,trap,",86
119,Myke Towers,person,PR,7iK8PXO48WeuP03g8YR51W,10782590,https://i.scdn.co/image/ab6761610000e5eb20e3ebcfcc2fecf17387e873,"reggaeton,trap latino,urbano latino,",88
120,French Montana,person,,6vXTefBL93Dj5IqAWq6OTv,4927202,https://i.scdn.co/image/ab6761610000e5eb4817f2b6ca81e55e2c1f79d9,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,",77
121,A$AP Rocky,person,US,13ubrt8QOOCPljQ2FL1Kca,11997068,https://i.scdn.co/image/ab6761610000e5ebee452efcf24aa4124fb28d94,"east coast hip hop,hip hop,rap,trap,",84
122,SZA,person,US,7tYKF4w9nC0nq9CsPZTHyP,11443378,https://i.scdn.co/image/ab6761610000e5eb7eb7f6371aad8e67e01f0a03,"pop,r&b,",94
123,Arcangel,person,PR,4SsVbpTthjScTS7U2hmr1X,10233073,https://i.scdn.co/image/ab6761610000e5ebe963e7ad5259c34a7ca54319,"latin hip hop,reggaeton,urbano latino,",86
124,5 Seconds of Summer,group,AU,5Rl15oVamLq7FbSb0NNBNy,9248634,https://i.scdn.co/image/ab6761610000e5eb92ce1e218cb7b48386efe3d8,"boy band,dance pop,pop,post-teen pop,",80
125,Bastille,group,GB,7EQ0qTo7fWT7DPxmxtSYEc,5302416,https://i.scdn.co/image/ab6761610000e5ebfb7a0fe5a0e33cf5325fcd91,"metropopolis,modern rock,pop,pop rock,tropical house,",76
126,Shakira,person,CO,0EmeFodog0BfCgMzAIvKQp,27882007,https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110,"colombian pop,dance pop,latin pop,",93
127,WizKid,person,,3tVQdUvClmAT7URs9V3rsp,3451808,https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06,"afro dancehall,afropop,azonto,nigerian hip hop,nigerian pop,",79
128,Hailee Steinfeld,person,US,5p7f24Rk5HkUZsaS3BLG5F,8499962,https://i.scdn.co/image/ab6761610000e5eba961383967f3a3a54e794a15,"dance pop,pop,post-teen pop,",73
129,Jorge & Mateus,group,BR,1elUiq4X7pxej6FRlrEzjM,18276548,https://i.scdn.co/image/ab6761610000e5eb1df3e178779c6a9bf8303719,"arrocha,sertanejo,sertanejo universitario,",83
130,Reik,group,MX,0vR2qb8m9WHeZ5ByCbimq2,8108860,https://i.scdn.co/image/ab6761610000e5eb3c459a73ab18eca3d9387d15,"latin arena pop,latin pop,mexican pop,",81
131,Yandel,person,PR,0eHQ9o50hj6ZDNBt6Ys1sD,6728744,https://i.scdn.co/image/ab6761610000e5eb7dbaf2fabcbd4b37168397fd,"latin hip hop,reggaeton,urbano latino,",84
132,Rauw Alejandro,person,PR,1mcTU81TzQhprhouKaTkpq,16073221,https://i.scdn.co/image/ab6761610000e5eb923e85a0eefbab49fd8d4920,"puerto rican pop,trap latino,urbano latino,",91
133,Cheat Codes,group,,7DMveApC7UnC2NPfPvlHSU,2159631,https://i.scdn.co/image/ab6761610000e5eb6b4a14efca7b2fd8967390be,"dance pop,edm,electro house,electropop,pop,pop dance,post-teen pop,tropical house,",72
134,Pharrell Williams,person,US,2RdwBSPQiwcmiDo9kixcl8,4148289,https://i.scdn.co/image/ab6761610000e5ebdeeefa8e7621458ef859ab77,"dance pop,hip hop,pop,pop rap,",81
135,Ava Max,person,US,4npEfmQ6YuiwW1GpUmaq3F,5841499,https://i.scdn.co/image/ab6761610000e5eb105944a34f754d08298eb89e,"dance pop,pop,",83
